title	id
The world's most boring television ... and why it's hilariously addictive	1880
The small and surprisingly dangerous detail the police track about you	1881
Social maps that reveal a city's intersections — and separations	1882
How to overcome our biases? Walk boldly toward them	1883
The wonderful and terrifying implications of computers that can learn	1884
The power of believing that you can improve	1885
Got a smartphone? Start broadcasting	1886
Trash cart superheroes	1887
Go ahead, make up new words!	1888
See invisible motion, hear silent sounds	1889
Why you should care about whale poo	1890
Happy maps	1891
For more tolerance, we need more ... tourism?	1892
A forensic anthropologist who brings closure for the "disappeared"	1893
Hopeful lessons from the battle to save rainforests	1894
Creative problem-solving in the face of extreme limits	1895
How to protect fast-growing cities from failing	1897
Poetry that frees the soul	1898
How to let altruism be your guide	1899
Why I make robots the size of a grain of rice	1900
Better toilets, better life	1901
The danger of hiding who you are	1902
Brain-to-brain communication has arrived. How we did it	1903
To solve mass violence, look to locals	1904
My mother’s strange definition of empowerment	1905
The beauty and diversity of Muslim life	1906
Online social change: easy to organize, hard to win	1907
Humanity vs. Ebola. How we could win a terrifying war	1908
Got a wicked problem? First, tell me how you make toast	1910
How butterflies self-medicate	1912
My simple invention, designed to keep my grandfather safe	1914
The mathematics of love	1915
Why we all need to practice emotional first aid	1916
How childhood trauma affects health across a lifetime	1917
For these women, reading is a daring act	1918
How to go to space, without having to go to space	1919
The little problem I had renting a house	1920
How our microbes make us who we are	1921
How I work to protect women from honor killings	1922
The power of herd immunity	1923
How we found the worst place to park in New York City -- using big data	1924
A magical search for a coincidence	1925
The problem with "trickle-down techonomics"	1926
What can save the rainforest? Your used cell phone	1927
A love poem for lonely prime numbers	1928
Think your email's private? Think again	1929
What I learned as a kid in jail	1933
Play this word game to come up with original ideas	1934
How to manage for collective creativity	1935
I was held hostage for 317 days. Here's what I thought about…	1936
The good news about PMS	1937
Can we create new senses for humans?	1938
The price of shame	1940
How we're teaching computers to understand pictures	1941
A tale of two Americas. And the mini-mart where they collided	1942
Everyone around you has a story the world needs to hear	1943
Why do ambitious women have flat heads?	1945
There’s a better way to die, and architecture can help	1946
How I use sonar to navigate the world	1947
Are China and the US doomed to conflict?	1948
The day I stood up alone	1949
The next outbreak? We’re not ready	1950
5 ways to kill your dreams	1951
Math is forever	1952
How equal do we want the world to be? You'd be surprised	1953
How to land on a comet	1954
My desperate journey with a human smuggler	1955
How to make peace? Get angry	1956
The best kindergarten you’ve ever seen	1957
Why we need to rethink capitalism	1958
How Mars might hold the secret to the origin of life	1959
How to raise a black son in America	1963
How we unearthed the Spinosaurus	1964
What happens when our computers get smarter than we are?	1965
How to control someone else's arm with your brain	1966
Why we laugh	1967
The case for engineering our food	1969
New video technology that reveals an object's hidden properties	1970
Programming bacteria to detect cancer (and maybe treat it)	1972
A song for my hero, the woman who rowed into a hurricane	1973
The first 21 days of a bee’s life	1974
Why city flags may be the worst-designed thing you've never noticed	1976
A moving song from women in prison for life	1977
My daughter, my wife, our robot, and the quest for immortality	1978
Physical therapy is boring -- play a game instead	1979
Chimps have feelings and thoughts. They should also have rights	1980
The joy of surfing in ice-cold water	1982
How we cut youth violence in Boston by 79 percent	1983
What does my headscarf mean to you?	1984
The search for planets beyond our solar system	1985
The single biggest reason why startups succeed	1987
How this FBI strategy is actually creating US-based terrorists	1990
How to fix a broken school? Lead fearlessly, love hard	1991
This is what it's like to go undercover in North Korea	1992
One woman, five characters, and a sex lesson from the future	1993
Do we see reality as it is?	1994
This app knows how you feel -- from the look on your face	1996
The forgotten history of autism	1998
A visual history of inequality in industrial America	1999
Confessions of a bad feminist	2001
The art of first impressions -- in design and life	2002
What do we do when antibiotics don't work any more?	2003
Why I believe the mistreatment of women is the number one human rights abuse 	2006
The amazing story of the man who gave us modern pain relief	2007
Meet the women fighting on the front lines of an American war	2008
The math behind basketball's wildest moves	2009
A warrior’s cry against child marriage	2010
Everything you think you know about addiction is wrong	2011
When to take a stand -- and when to let it go	2012
A better way to talk about abortion	2014
This is what enduring love looks like	2015
What happened when I open-sourced my brain cancer	2016
What we learn from insects' sex lives	2017
When online shaming goes too far	2018
What my religion really says about women	2019
The nerd's guide to learning everything online	2020
Street art with a message of hope and peace	2021
The surprising way groups like ISIS stay in power	2023
My road trip through the whitest towns in America	2024
A secret memorial for civilian casualties	2025
Could we cure HIV with lasers?	2026
How I learned to communicate my inner life with Asperger's	2027
How young blood might help reverse aging. Yes, really	2029
How to avoid surveillance ... with the phone in your pocket	2030
A journey through the mind of an artist	2031
How quantum biology might explain life’s biggest questions	2032
The troubling reason why vaccines are made too late ... if they're made at all	2033
These robots come to the rescue after a disaster	2034
How too many rules at work keep you from getting things done	2035
This telescope might show us the beginning of the universe	2036
An invitation to men who want a better world for women	2037
How the mysterious dark net is going mainstream	2038
The mathematician who cracked Wall Street	2039
The way we think about work is broken	2041
What really matters at the end of life	2042
This tennis icon paved the way for women in sports	2043
How fear drives American politics	2044
The story we tell about poverty isn't true	2045
Why gender equality is good for everyone — men included	2046
Falling in love is the easy part	2047
How to find work you love	2048
How I stopped the Taliban from shutting down my school	2049
Why public beheadings get millions of views	2050
4 powerful poems about Parkinson's and growing older	2052
Alzheimer's is not normal aging — and we can cure it	2053
Don't ask where I'm from, ask where I'm a local	2054
Stunning photos of the endangered Everglades	2055
How my mind came back to life — and no one knew	2056
Why some of us don't have one true calling	2057
Climate change is happening. Here's how we adapt	2058
Design at the intersection of technology and biology	2060
You can grow new brain cells. Here's how	2061
Home is a song I've always remembered	2062
How we can make the world a better place by 2030	2063
The future of flying robots	2064
Why medicine often has dangerous side effects for women	2065
Two nameless bodies washed up on the beach. Here are their stories	2066
 How CRISPR lets us edit our DNA	2069
An Internet without screens might look like this	2070
Deep under the Earth's surface, discovering beauty and science	2071
Social services are broken. How we can fix them	2072
How I teach kids to love science	2073
The enchanting music of sign language	2074
Art that lets you talk back to NSA spies	2075
How to stay calm when you know you'll be stressed	2076
How data from a crisis text line is saving lives	2077
A boat carrying 500 refugees sunk at sea. The story of two survivors	2078
The coolest animal you know nothing about ... and how we can save it	2079
Forget Wi-Fi. Meet the new Li-Fi Internet	2080
A musical escape into a world of light and color	2081
This is what LGBT life is like around the world	2082
The moral bias behind your search results	2083
How I'm working for change inside my church	2084
The chilling aftershock of a brush with death	2085
Why sneakers are a great investment	2086
The future of news? Virtual reality	2087
My country will be underwater soon -- unless we work together	2088
What are animals thinking and feeling?	2089
Why are these 32 symbols found in ancient caves all over Europe?	2090
My year reading a book from every country in the world	2091
Why the best hire might not have the perfect resume	2092
An art made of trust, vulnerability and connection	2093
How we're growing baby corals to rebuild reefs	2094
The US needs paid family leave -- for the sake of its future	2095
How new technology helps blind people explore the world	2096
The exhilarating peace of freediving	2097
The untapped genius that could change science for the better	2098
Forget shopping. Soon you'll download your new clothes	2099
How germs travel on planes -- and how we can stop them	2100
A beatboxing lesson from a father-daughter duo	2101
The four fish we're overeating -- and what to eat instead	2102
Let's not use Mars as a backup planet	2103
What happens when a city runs out of room for its dead	2104
A hilarious celebration of lifelong female friendship	2105
Refugees have the right to be protected	2106
Governments don't understand cyber warfare. We need hackers	2107
An underwater art museum, teeming with life	2108
What makes a good life? Lessons from the longest study on happiness	2109
Have we reached the end of physics?	2110
How to use data to make a hit TV show	2111
How we'll find life on other planets	2112
4 ways we can avoid a catastrophic drought	2113
This is what happens when you reply to spam email	2114
How frustration can make us more creative	2115
I love being a police officer, but we need reform	2116
The mysterious world of underwater caves	2119
How we can make crops survive without water	2120
Can a computer write poetry?	2121
How I turned a deadly plant into a thriving business	2122
The unheard story of the Sistine Chapel	2123
Capitalism will eat democracy -- unless we speak up	2124
Glow-in-the-dark sharks and other stunning sea creatures	2125
Should you be able to patent a human gene?	2126
A robot that runs and swims like a salamander	2127
Our campaign to ban plastic bags in Bali	2128
The boiling river of the Amazon	2130
A simple way to break a bad habit	2131
How we'll fight the next deadly virus	2132
Special Olympics let me be myself -- a champion	2133
Economic growth has stalled. Let's fix it	2134
How I'm discovering the secrets of ancient texts	2136
The case for fish farming	2137
The problem with race-based medicine	2138
The brain may be able to repair itself -- with help	2139
10 ways to have a better conversation	2140
My year of saying yes to everything	2141
What the discovery of gravitational waves means	2142
Meet the dazzling flying machines of the future	2143
The case for optimism on climate change	2144
What it's like to be Muslim in America	2145
How to make a profit while making a difference	2146
Why your doctor should care about social justice	2147
Why we need gender-neutral bathrooms	2148
Dive into an ocean photographer's world	2149
How yarn bombing grew into a worldwide movement	2150
What really happens when you mix medications?	2151
Our refugee system is failing. Here's how we can fix it	2152
Uber's plan to get more people into fewer cars	2153
Teach girls bravery, not perfection	2154
This computer will grow your food in the future	2155
The secrets I find on the mysterious ocean floor	2156
Simple hacks for life with Parkinson's	2157
This country isn't just carbon neutral -- it's carbon negative	2158
The gospel of doubt	2159
How Airbnb designs for trust	2160
Inside the mind of a master procrastinator	2161
The reporting system that sexual assault survivors want	2162
A conservative's plea: Let's work together	2163
A glimpse of the future through an augmented reality headset	2164
A futuristic vision of the age of holograms	2169
A prosecutor's vision for a better justice system	2165
How to get back to work after a career break	2166
You have no idea where camels really come from	2167
How young Africans found a voice on Twitter	2168
The beauty of human skin in every color	2170
Why gun violence can't be our new normal	2171
How humans could evolve to survive in space	2172
Two reasons companies fail -- and how to avoid them	2173
The surprising habits of original thinkers	2174
How megacities are changing the map of the world	2176
The magic ingredient that brings Pixar movies to life	2177
The most mysterious star in the universe	2178
The Panama Papers exposed a huge global problem. What's next?	2179
The mind behind Linux	2180
What does it mean to be a citizen of the world?	2181
Your kids might live on Mars. Here's how they'll survive	2182
A new superweapon in the fight against cancer	2183
The unexpected benefit of celebrating failure	2184
The nit-picking glory of The New Yorker's Comma Queen	2185
TED's secret to great public speaking	2187
Wisdom from great writers on every year of life	2188
We can reprogram life. How to do it wisely	2189
A taboo-free way to talk about periods	2190
Hunting for dinosaurs showed me our place in the universe	2191
A smart loan for people with no credit history (yet)	2192
Insightful human portraits made from data	2193
Why I put myself in danger to tell the stories of Gaza	2194
A provocative way to finance the fight against climate change	2195
How to read the genome and build a human being	2196
How my son's short life made a lasting difference	2197
The dream we haven't dared to dream	2199
A sci-fi vision of love from a 318-year-old hologram	2200
This virtual lab will revolutionize science class	2201
Gene editing can now change an entire species -- forever	2202
This is your brain on communication	2203
An artist's unflinching look at racial violence	2204
This tiny particle could roam your body to find tumors	2205
Can you really tell if a kid is lying?	2206
Good news in the fight against pancreatic cancer	2207
Our lonely society makes it hard to come home from war	2208
The laws that sex workers really want	2209
How free is our freedom of the press?	2210
The beauty of being a misfit	2211
Your words may predict your future mental health	2212
Drawings that show the beauty and fragility of Earth	2213
How barbershops can keep men healthy	2214
My journey from Marine to actor	2215
A smarter, more precise way to think about public health	2216
The real harm of the global arms trade	2217
An entertainment icon on living a life of meaning	2218
The passing of time, caught in a single photo	2219
Every piece of art you've ever wanted to see -- up close and searchable	2221
The Chinese zodiac, explained	2222
How college loans exploit students for profit	2223
A highly scientific taxonomy of haters	2224
3 reasons why we can win the fight against poverty	2225
The secret to effective nonviolent resistance	2226
This scientist makes ears out of apples	2227
The birth of virtual reality as an art form	2228
How better tech could protect us from distraction	2229
I survived a terrorist attack. Here's what I learned	2230
Why genetic research must be more diverse	2231
How to fix a broken education system ... without any more money	2232
Who are you, really? The puzzle of personality	2233
What can we learn from shortcuts?	2234
How a blind astronomer found a way to hear the stars	2235
How computers are learning to be creative	2236
Why you think you're right -- even if you're wrong	2237
Clues to prehistoric times, found in blind cavefish	2238
"Redemption Song"	2239
How Syria's architecture laid the foundation for brutal war	2240
Why Brexit happened -- and what to do next	2241
Why I keep speaking up, even when people mock my accent	2242
When we design for disability, we all benefit	2243
3 lessons on success from an Arab businesswoman	2244
What will be the next big scientific breakthrough?	2245
Nature is everywhere -- we just need to learn to see it	2246
How to grow a forest in your backyard	2247
My love letter to cosplay	2248
A forgotten Space Age technology could change how we grow food	2249
A project of peace, painted across 50 buildings	2250
How the Panama Papers journalists broke the biggest leak in history	2251
A new way to study the brain's invisible secrets	2252
How trees talk to each other	2253
How to build a business that lasts 100 years	2255
The taboo secret to better health	2256
How Africa can keep rising	2257
What a planet needs to sustain life	2258
A small country with big ideas to get rid of fossil fuels	2259
3 moons and a planet that could have alien life	2260
Hunting for Peru's lost civilizations -- with satellites	2261
A letter to all who have lost in this era	2262
How Argentina's blind soccer team became champions	2263
The next manufacturing revolution is here	2264
What we can do to die well	2265
The deadly legacy of cluster bombs	2266
How the blockchain is changing money and business	2267
The spellbinding art of human anatomy	2268
How women wage conflict without violence	2269
Bring on the female superheroes!	2270
Why you should talk to strangers	2271
The risky politics of progress	2272
The agony of trying to unsubscribe	2273
Let's teach for mastery -- not test scores	2274
The new American Dream	2275
Why helmets don't prevent concussions -- and what might	2276
A new way to heal hearts without surgery	2277
The future of money	2278
How to raise successful kids -- without over-parenting	2279
How fear of nuclear power is hurting the environment	2280
Architecture that's built to heal	2281
Why some people are more altruistic than others	2282
There's no such thing as not voting	2283
Why you should know how much your coworkers get paid	2284
Why open a school? To close a prison	2285
The era of personal DNA testing is here	2286
We can fight terror without sacrificing our rights	2287
America's forgotten working class	2288
A visual history of social dance in 25 moves	2289
How we're harnessing nature's hidden superpowers	2290
Can we build AI without losing control over it?	2291
Technology hasn't changed love. Here's why	2292
What you need to know about CRISPR	2293
Immigrant voices make democracy stronger	2294
We can start winning the war against cancer	2295
What reality are you creating for yourself?	2296
Ideas worth dating	2297
4 reasons to learn a new language	2298
How we talk about sexual assault online	2299
The beauty of what we'll never know	2300
Art can heal PTSD's invisible wounds	2301
5 ways to lead in an era of constant change	2302
We've stopped trusting institutions and started trusting strangers	2304
A temporary tattoo that brings hospital care to the home	2305
Machine intelligence makes human morals more important	2306
Inside the mind of a former radical jihadist	2307
The unexpected challenges of a country's first election	2308
What a driverless world could look like	2309
How the US should use its superpower status	2310
How loss helped one artist find beauty in imperfection	2311
Everything you hear on film is a lie	2312
"St. James Infirmary Blues"	2313
Enough with the fear of fat	2314
Your smartphone is a civil rights issue	2315
How America's public schools keep kids in poverty	2316
Your company's data could help end world hunger	2317
4 ways to build a human company in the age of machines	2318
"Space Oddity"	2319
It's time for women to run for office	2320
Islamophobia killed my brother. Let's end the hate	2321
Can a divided America heal?	2322
Easy DIY projects for kid engineers	2323
We train soldiers for war. Let's train them to come home, too	2324
The urgency of intersectionality	2325
How the blockchain will radically transform the economy	2326
The playful wonderland behind great inventions	2327
Help for kids the education system ignores	2328
A political party for women's equality	2330
What will humans look like in 100 years?	2331
How to speak up for yourself	2332
We need nuclear power to solve climate change	2333
An interview with the founders of Black Lives Matter	2334
How an old loop of railroads is changing the face of a city	2336
4 larger-than-life lessons from soap operas	2337
A queer vision of love and marriage	2338
Let's clean up the space junk orbiting Earth	2339
What I learned from 100 days of rejection	2340
Say your truths and seek them in others	2341
Do kids think of sperm donors as family?	2342
Why curiosity is the key to science and medicine	2343
How AI can bring on a second Industrial Revolution	2344
Could a drug prevent depression and PTSD?	2345
How students of color confront impostor syndrome	2346
How to gain control of your free time	2347
Will automation take away all our jobs?	2348
What will you tell your daughters about 2016?	2349
Why Earth may someday look like Mars	2350
It's time to reclaim religion	2351
How we explore unanswered questions in physics	2352
Are you a giver or a taker?	2353
The world doesn't need more nuclear weapons	2354
Want kids to learn well? Feed them well	2355
The lies we tell pregnant women	2356
A better way to talk about love	2357
The next step in nanotechnology	2358
Meet the inventor of the electronic spreadsheet	2359
To solve old problems, study new species	2360
If a story moves you, act on it	2361
What happens when you have a disease doctors can't diagnose	2362
How online abuse of women has spiraled out of control	2363
Art made of the air we breathe	2364
How to have better political conversations	2365
The ethical dilemma of designer babies	2366
Buildings that blend nature and city	2367
Where is cybercrime really coming from?	2368
What we don't know about Europe's Muslim kids	2369
A young scientist's quest for clean water	2370
Help discover ancient ruins -- before it's too late	2371
Why you should love statistics	2372
How to get better at the things you care about	2373
My son was a Columbine shooter. This is my story	2374
What time is it on Mars?	2375
The incredible inventions of intuitive AI	2376
Our story of rape and reconciliation	2377
New nanotech to detect cancer early	2378
4 ways to make a city more walkable	2379
What it's like to be a parent in a war zone	2380
How racism harms pregnant women -- and what can help	2381
An electrifying acoustic guitar performance	2382
How to practice safe sexting	2383
3 ways to fix a broken news industry	2384
How jails extort the poor	2385
Don't fear superintelligent AI	2386
Nationalism vs. globalism: the new political divide	2387
The racial politics of time	2388
A robot that eats pollution	2389
A few ways to fix a government	2390
The data behind Hollywood's sexism	2391
Smelfies, and other experiments in synthetic biology	2392
This app makes it fun to pick up litter	2393
What I learned from 2,000 obituaries	2394
Stories from a home for terminally ill children	2395
"Rollercoaster"	2396
A scientific approach to the paranormal	2397
I grew up in the Westboro Baptist Church. Here's why I left	2398
To raise brave girls, encourage adventure	2399
Why women should tell the stories of humanity	2400
How I'm fighting bias in algorithms	2401
Beautiful new words to describe obscure emotions	2402
A burial practice that nourishes the planet	2403
Adventures of an asteroid hunter	2404
What young women believe about their own sexual pleasure	2405
Should we simplify spelling?	2406
"Turceasca"	2407
Inside America's dead shopping malls	2408
Lifelike simulations that make real-life surgery safer	2409
Why civilians suffer more once a war is over	2411
Who would the rest of the world vote for in your country's election?	2412
3 ways to spot a bad statistic	2413
A young inventor's plan to recycle Styrofoam	2414
What we don't know about mother's milk	2415
Addiction is a disease. We should treat it like one	2416
How early life experience is written into DNA	2417
"Music for Wood and Strings"	2418
A young poet tells the story of Darfur	2419
Know your worth, and then ask for it	2420
Political common ground in a polarized United States	2421
How to take a picture of a black hole	2422
The conversation we're not having about digital child abuse	2423
How racism makes us sick	2424
3 ways to plan for the (very) long term	2426
In praise of conflict	2427
An intergalactic guide to using a defibrillator	2428
A simple birth kit for mothers in the developing world	2429
We should all be feminists	2430
How do you build a sacred space?	2431
How radio telescopes show us unseen galaxies	2432
A video game to cope with grief	2433
A doctor's case for medical marijuana	2434
How I learned to read -- and trade stocks -- in prison	2435
How fake news does real harm	2436
Science in service to the public good	2437
Why the only future worth building includes everyone	2438
On tennis, love and motherhood	2439
What you can do to prevent Alzheimer's	2440
How (and why) Russia hacked the US election	2443
There's no shame in taking care of your mental health	2444
A summer school kids actually want to attend	2445
A tribute to nurses	2446
The biology of our best and worst selves	2447
Poetry, music and identity	2448
How human noise affects ocean habitats	2449
Thoughts on humanity, fame and love	2450
3 principles for creating safer AI	2451
What makes life worth living in the face of death	2452
A climate solution where all sides can win	2453
Why school should start later for teens	2454
When Black women walk, things change	2455
Poverty isn't a lack of character; it's a lack of cash	2456
Why I speak up about living with epilepsy	2457
This is what democracy looks like	2458
A secret weapon against Zika and other mosquito-borne diseases	2459
How to find a wonderful idea	2460
How pollution is changing the ocean's chemistry	2461
Don't fear intelligent machines. Work with them	2462
Am I not human? A call for criminal justice reform	2463
No one should die because they live too far from a doctor	2464
Songs that bring history to life	2465
How to design a library that makes kids want to read 	2466
How to see past your own perspective and find truth	2467
To understand autism, don't look away	2469
What happens in your brain when you pay attention?	2470
12 truths I learned from life and writing	2471
How I built a jet suit	2473
When I die, recompose me	2474
Science didn't understand my kids' rare disease until I decided to study it	2475
"Awoo"	2476
Doesn't everyone deserve a chance at a good life?	2477
Why we need to imagine different futures	2478
What would happen if we upload our brains to computers?	2520
A smog vacuum cleaner and other magical city designs	2530
The refugee crisis is a test of our character	2479
Why design should include everyone	2480
A celebration of natural hair	2481
Don't feel sorry for refugees -- believe in them	2482
Lifesaving scientific tools made of paper	2483
How we can face the future without fear, together	2484
Why journalists have an obligation to challenge power	2485
What rivers can tell us about the earth's history	2486
Can clouds buy us more time to solve climate change?	2488
Your brain hallucinates your conscious reality	2489
The human insights missing from big data	2490
Hamilton vs. Madison and the birth of American partisanship	2491
How I fail at being disabled	2492
How cohousing can make us happier (and live longer)	2493
A simple new blood test that can catch cancer early	2494
How a handful of tech companies control billions of minds every day	2495
You smell with your body, not just your nose	2496
Why I still have hope for coral reefs	2497
Meet Spot, the robot dog that can run, hop and open doors	2498
Can art amend history?	2499
What six years in captivity taught me about fear and faith	2500
The stories behind The New Yorker's iconic covers	2501
How computers learn to recognize objects instantly	2502
How AI can enhance our memory, work and social lives	2503
How your brain decides what is beautiful	2504
Let's end ageism	2505
You owe it to yourself to experience a total solar eclipse	2506
A dance to honor Mother Earth	2507
Meet the microscopic life in your home -- and on your face	2508
Courage is contagious	2509
How boredom can lead to your most brilliant ideas	2510
How I help free innocent people from prison	2511
How artists can (finally) get paid in the digital age 	2512
7 principles for building better cities	2513
A practical way to help the homeless find work and safety	2514
The secret to living longer may be your social life	2515
How I found myself through music	2516
The era of blind faith in big data must end	2517
What moral decisions should driverless cars make?	2518
A lyrical bridge between past, present and future	2519
What the sugar coating on your cells is trying to tell you	2521
"The Sacred Art of the Ori"	2522
When workers own companies, the economy is more resilient	2523
Fun, fierce and fantastical African art	2524
Why we need to end the era of orphanages	2525
Can a robot pass a university entrance exam?	2526
How the US government spies on people who protest -- including you	2527
How your pictures can help reclaim lost history	2528
Dare to refuse the origin myths that claim who you are	2529
How young people join violent extremist groups -- and how to stop them	2531
How to build a company where the best ideas win	2532
Would you live in a floating city in the sky?	2533
What it feels like to see Earth from space	2534
Who belongs in a city?	2535
Living sculptures that stand for history's truths	2542
How our friendship survives our opposing politics	2536
There's more to life than being happy	2537
What really motivates people to be honest in business	2538
A forgotten ancient grain that could help Africa prosper	2539
The real reason manufacturing jobs are disappearing	2540
The fascinating physics of everyday life	2541
How digital DNA could help you make better health choices	2543
Why Africa must become a center of knowledge again	2544
What we're missing in the debate about immigration	2545
The most Martian place on Earth	2546
What intelligent machines can learn from a school of fish	2547
A black man goes undercover in the alt-right	2548
How a video game might help us build better cities	2549
