source,target
"""Put the financial aid in the bag""",If I should have a daughter ...
"""Put the financial aid in the bag""",Do schools kill creativity?
The other inconvenient truth,Why not eat insects?
The other inconvenient truth,Averting the climate crisis
The other inconvenient truth,Why do societies collapse?
The other inconvenient truth,Let the environment guide our development
The other inconvenient truth,A forgotten ancient grain that could help Africa prosper
The other inconvenient truth,My subversive (garden) plot
Half a million secrets,The Web's secret stories
Half a million secrets,The life-long learner
Half a million secrets,Break the silence for suicide attempt survivors
Half a million secrets,"A father-daughter bond, one photo at a time"
Half a million secrets,Meet the founder of the blog revolution
Half a million secrets,Everyone around you has a story the world needs to hear
Moral behavior in animals,The moral roots of liberals and conservatives
Moral behavior in animals,What explains the rise of humans?
Moral behavior in animals,What separates us from chimpanzees?
Moral behavior in animals,How humans and animals can live together
Moral behavior in animals,Chimps have feelings and thoughts. They should also have rights
Moral behavior in animals,Health and the human mind
Let's put birth control back on the agenda,How Mr. Condom made Thailand a better place for life and love
Let's put birth control back on the agenda,Why giving away our wealth has been the most satisfying thing we've done
Let's put birth control back on the agenda,"Sex, drugs and HIV -- let's get rational"
Let's put birth control back on the agenda,3 lessons on success from an Arab businesswoman
Let's put birth control back on the agenda,The good news of the decade? We're winning the war against child mortality
Let's put birth control back on the agenda,Why we have too few women leaders
How I repaired my own heart,Meet e-Patient Dave
How I repaired my own heart,A better way to harvest bone marrow
How I repaired my own heart,Can astronomers help doctors?
How I repaired my own heart,How do we heal medicine?
How I repaired my own heart,Lifelike simulations that make real-life surgery safer
How I repaired my own heart,"Surgery's past, present and robotic future"
Building US-China relations ... by banjo,The generation that's remaking China
Building US-China relations ... by banjo,A choir as big as the Internet
Building US-China relations ... by banjo,Cape Breton fiddling in reel time
Building US-China relations ... by banjo,"""Thula Mama"""
Building US-China relations ... by banjo,Home is a song I've always remembered
Building US-China relations ... by banjo,How I beat stage fright
How do we heal medicine?,It's time to redesign medical data
How do we heal medicine?,Your health depends on where you live
How do we heal medicine?,Doctors make mistakes. Can we talk about that?
How do we heal medicine?,How I repaired my own heart
How do we heal medicine?,Health care should be a team sport
How do we heal medicine?,What doctors can learn from each other
How I beat a patent troll,Laws that choke creativity
How I beat a patent troll,Lessons from fashion's free culture
How I beat a patent troll,The era of open innovation
How I beat a patent troll,"Pool medical patents, save lives"
How I beat a patent troll,Should you be able to patent a human gene?
How I beat a patent troll,Unintended consequences
The stories behind the bloodlines,Photographs of secret sites
The stories behind the bloodlines,America's native prisoners of war
The stories behind the bloodlines,Art in exile
The stories behind the bloodlines,Lessons from death row inmates
The stories behind the bloodlines,Behind the lies of Holocaust denial
The stories behind the bloodlines,Why we need to end the era of orphanages
Older people are happier,Experiments that hint of longer lives
Older people are happier,Life's third act
Older people are happier,"How young blood might help reverse aging. Yes, really"
Older people are happier,How societies can grow old better
Older people are happier,Let's end ageism
Older people are happier,The psychology of your future self
Tracking ancient diseases using ... plaque,Can we domesticate germs?
Tracking ancient diseases using ... plaque,DNA clues to our inner neanderthal
Tracking ancient diseases using ... plaque,A dig for humanity's origins
Tracking ancient diseases using ... plaque, How CRISPR lets us edit our DNA
Tracking ancient diseases using ... plaque,Bring back the woolly mammoth!
Tracking ancient diseases using ... plaque,How digital DNA could help you make better health choices
Is our universe the only universe?,Making sense of string theory
Is our universe the only universe?,Questioning the universe
Is our universe the only universe?,Distant time and the hint of a multiverse
Is our universe the only universe?,Chemical scum that dream of distant quasars
Is our universe the only universe?,The discovery that could rewrite physics
Is our universe the only universe?,The design of the universe
How to buy happiness,The antidote to apathy
How to buy happiness,How ideas trump crises
How to buy happiness,The Generosity Experiment
How to buy happiness,How state budgets are breaking US schools
How to buy happiness,Why we make bad decisions
How to buy happiness,The hidden force in global economics: sending money home
Just how small is an atom?,The secret life of plankton
Just how small is an atom?,How simple ideas lead to scientific discoveries
Just how small is an atom?,Questions no one knows the answers to
The 4 commandments of cities,A song of the city
The 4 commandments of cities,The hidden world of shadow cities
The 4 commandments of cities,My wish: A call for open-source architecture
The 4 commandments of cities,It’s our city. Let’s fix it
The 4 commandments of cities,How an obese town lost a million pounds
The 4 commandments of cities,A practical way to help the homeless find work and safety
Texting that saves lives,Being young and making an impact
Texting that saves lives,Reporting crisis via texting
Texting that saves lives,Coding a better government
Texting that saves lives,How data from a crisis text line is saving lives
Texting that saves lives,Txtng is killing language. JK!!!
Texting that saves lives,"Connected, but alone?"
How to use a paper towel,How to tie your shoes
How to use a paper towel,Conserving the canopy
How to use a paper towel,How to restore a rainforest
How to use a paper towel,Blindfold origami and cello
How to use a paper towel,The math and magic of origami
How to use a paper towel,The tradeoffs of building green
Gaming for understanding,Teaching with the World Peace Game
Gaming for understanding,"A manifesto for play, for Bulgaria and beyond"
Gaming for understanding,Gaming can make a better world
Gaming for understanding,The game layer on top of the world
Gaming for understanding,Are games better than life?
Gaming for understanding,Your brain on video games
A new museum wing ... in a giant bubble,The Blur Building and other tech-empowered architecture
A new museum wing ... in a giant bubble,Turning dunes into architecture
A new museum wing ... in a giant bubble,Building the Seed Cathedral
A new museum wing ... in a giant bubble,Inside America's dead shopping malls
A new museum wing ... in a giant bubble,Building uniqueness
A new museum wing ... in a giant bubble,Retrofitting suburbia
A 40-year plan for energy,Winning the oil endgame
A 40-year plan for energy,Transition to a world without oil
A 40-year plan for energy,The political chemistry of oil
A 40-year plan for energy,Let's transform energy -- with natural gas
A 40-year plan for energy,Using biology to rethink the energy challenge
A 40-year plan for energy,Planning for the end of oil
Sculpting waves in wood and time,Taking imagination seriously
Sculpting waves in wood and time,Anti-gravity sculpture
Sculpting waves in wood and time,The art of the eco-mindshift
Sculpting waves in wood and time,How beauty feels
Sculpting waves in wood and time,The painter and the pendulum
Sculpting waves in wood and time,Would you live in a floating city in the sky?
Tracking our online trackers,All your devices can be hacked
Tracking our online trackers,The year open data went worldwide
Tracking our online trackers,Three types of online attack
Tracking our online trackers,Think your email's private? Think again
Tracking our online trackers,How the mysterious dark net is going mainstream
Tracking our online trackers,How to practice safe sexting
Perspective is everything,Life lessons from an ad man
Perspective is everything,Sweat the small stuff
Perspective is everything,Social media and the end of gender
Perspective is everything,Why we make bad decisions
Perspective is everything,What really motivates people to be honest in business
Perspective is everything,How to build a company where the best ideas win
A teen just trying to figure it out,Lessons from fashion's free culture
A teen just trying to figure it out,This isn't her mother's feminism
A teen just trying to figure it out,Being young and making an impact
A teen just trying to figure it out,How movies teach manhood
A teen just trying to figure it out,"Teach girls bravery, not perfection"
A teen just trying to figure it out,We should all be feminists
From stigma to supermodel,"Looks aren't everything. Believe me, I'm a model."
From stigma to supermodel,Why I must come out
From stigma to supermodel,Nature. Beauty. Gratitude.
Music and emotion through time,2600 years of history in one object
Music and emotion through time,How architecture helped music evolve
Music and emotion through time,The 4 ways sound affects us
Music and emotion through time,The transformative power of classical music
Music and emotion through time,Dancing with light
Music and emotion through time,My magic moves
Information is food,Visualizing ourselves ... with crowd-sourced data
Information is food,The military case for sharing knowledge
Information is food,It's time to redesign medical data
Information is food,How to build an information time machine
Information is food,The beauty of data visualization
Information is food,My subversive (garden) plot
"Unseen footage, untamed nature",Life lessons from big cats
"Unseen footage, untamed nature",Hooked by an octopus
"Unseen footage, untamed nature",A wide-angle view of fragile Earth
"Unseen footage, untamed nature",The secret of the bat genome
"Unseen footage, untamed nature",How the teddy bear taught us compassion
"Unseen footage, untamed nature",The hidden beauty of pollination
Feats of memory anyone can do,How your brain tells you where you are
Feats of memory anyone can do,"A performance of ""Mathemagic"""
Feats of memory anyone can do,My year of living biblically
Feats of memory anyone can do,"How your ""working memory"" makes sense of the world"
Feats of memory anyone can do,How reliable is your memory?
Feats of memory anyone can do,A mouse. A laser beam. A manipulated memory.
"404, the story of a page not found",Our antisocial phone tricks
"404, the story of a page not found",Is Pivot a turning point for web exploration?
"404, the story of a page not found",The birth of Wikipedia
"404, the story of a page not found",The Web as a city
"404, the story of a page not found","Beware online ""filter bubbles"""
"404, the story of a page not found",Wisdom from great writers on every year of life
Beethoven the businessman,The beautiful math behind the world's ugliest music
Beethoven the businessman,Re-examining the remix
Beethoven the businessman,Lead like the great conductors
3 new ways to kill mosquitoes,"Mosquitos, malaria and education"
3 new ways to kill mosquitoes,A next-gen cure for killer infections
3 new ways to kill mosquitoes,HIV and flu -- the vaccine strategy
3 new ways to kill mosquitoes,3 reasons we still haven’t gotten rid of malaria
3 new ways to kill mosquitoes,Could this laser zap malaria?
3 new ways to kill mosquitoes,Re-engineering mosquitos to fight disease
The optimism bias,Why we make bad decisions
The optimism bias,The riddle of experience vs. memory
The optimism bias,The new era of positive psychology
The optimism bias,What does my headscarf mean to you?
The optimism bias,Behind the lies of Holocaust denial
The optimism bias,How to see past your own perspective and find truth
The mathematics of history,What we learned from 5 million books
The mathematics of history,The joy of lexicography
The mathematics of history,The surprising math of cities and corporations
The mathematics of history,What's so sexy about math?
The mathematics of history,Math is the hidden secret to understanding the world
The mathematics of history,What our language habits reveal
How to build your creative confidence,Human-centered design
How to build your creative confidence,Your elusive creative genius
How to build your creative confidence,Creative houses from reclaimed stuff
How to build your creative confidence,"To raise brave girls, encourage adventure"
How to build your creative confidence,Why some of us don't have one true calling
How to build your creative confidence,Why you should define your fears instead of your goals
How to look inside the brain,How your brain tells you where you are
How to look inside the brain,A light switch for neurons
How to look inside the brain,The cockroach beatbox
How to look inside the brain,A new way to study the brain's invisible secrets
How to look inside the brain,What is so special about the human brain?
How to look inside the brain,I am my connectome
One year of turning the world inside out,My wish: Use art to turn the world inside out
One year of turning the world inside out,America's native prisoners of war
One year of turning the world inside out,How photography connects us
One year of turning the world inside out,(Re)touching lives through photos
One year of turning the world inside out,Institutions vs. collaboration
One year of turning the world inside out,"A father-daughter bond, one photo at a time"
"Cheap, effective shelter for disaster relief",My wish: A call for open-source architecture
"Cheap, effective shelter for disaster relief",The universal anesthesia machine
"Cheap, effective shelter for disaster relief",Haiti's disaster of engineering
"Cheap, effective shelter for disaster relief",How to step up in the face of disaster
"Cheap, effective shelter for disaster relief",How a start-up in the White House is changing business as usual
"Cheap, effective shelter for disaster relief",How I beat a patent troll
The sea we've hardly seen,"How bacteria ""talk"""
The sea we've hardly seen,"The weird, wonderful world of bioluminescence"
The sea we've hardly seen,Animal tales from icy wonderlands
What's left to explore?,The jungle search for viruses
What's left to explore?,"How bacteria ""talk"""
What's left to explore?,Are we filtering the wrong microbes?
What's left to explore?,Solving medical mysteries
What's left to explore?,Tracking ancient diseases using ... plaque
What's left to explore?,Hey science teachers -- make it fun
Religions and babies,Let's put birth control back on the agenda
Religions and babies,"Global population growth, box by box"
Religions and babies,Visualizing ourselves ... with crowd-sourced data
Religions and babies,How I'm working for change inside my church
Religions and babies,Atheism 2.0
Religions and babies,Is religion good or bad? (This is a trick question)
The journey across the high wire,How I held my breath for 17 minutes
The journey across the high wire,A magical tale (with augmented reality)
The journey across the high wire,"A dance of ""Symbiosis"""
The journey across the high wire,How I built a jet suit
The journey across the high wire,How to find a wonderful idea
The journey across the high wire,Pop an ollie and innovate!
HIV -- how to fight an epidemic of bad laws,"Insights on HIV, in stunning data visuals"
HIV -- how to fight an epidemic of bad laws,We need to talk about an injustice
HIV -- how to fight an epidemic of bad laws,The face of AIDS in Africa
HIV -- how to fight an epidemic of bad laws,"Sex, drugs and HIV -- let's get rational"
HIV -- how to fight an epidemic of bad laws,Mothers helping mothers fight HIV
HIV -- how to fight an epidemic of bad laws,Bio-lab on a microchip
Beats that defy boxes,Playing invisible turntables
Beats that defy boxes,This is beatjazz
Beats that defy boxes,A full-band beatbox
Beats that defy boxes,How I found myself through music
Beats that defy boxes,A young guitarist meets his hero
Beats that defy boxes,Songs that bring history to life
A reality check on renewables,Let's transform energy -- with natural gas
A reality check on renewables,"Thorium, an alternative nuclear fuel"
A reality check on renewables,A 40-year plan for energy
A reality check on renewables,A solar energy system that tracks the sun
A reality check on renewables,Innovating to zero!
A reality check on renewables,A small country with big ideas to get rid of fossil fuels
4 lessons from robots about being human,A robot that flies like a bird
4 lessons from robots about being human,Software (as) art
4 lessons from robots about being human,"Meet Rezero, the dancing ballbot"
4 lessons from robots about being human,Robots will invade our lives
4 lessons from robots about being human,Robots that fly ... and cooperate
4 lessons from robots about being human,"Meet Spot, the robot dog that can run, hop and open doors"
Revealing the lost codex of Archimedes,A free digital library
Revealing the lost codex of Archimedes,2600 years of history in one object
Revealing the lost codex of Archimedes,Ancient wonders captured in 3D
Revealing the lost codex of Archimedes,How I'm discovering the secrets of ancient texts
Revealing the lost codex of Archimedes,Old books reborn as art
Revealing the lost codex of Archimedes,What we learned from 5 million books
The attitudes that sparked Arab Spring,See Yemen through my eyes
The attitudes that sparked Arab Spring,The magic washing machine
The attitudes that sparked Arab Spring,"Poems of war, peace, women, power"
The attitudes that sparked Arab Spring,"For these women, reading is a daring act"
The attitudes that sparked Arab Spring,A historic moment in the Arab world
The attitudes that sparked Arab Spring,Inside the Egyptian revolution
What your designs say about you,The origins of pleasure
What your designs say about you,Moral behavior in animals
What your designs say about you,How we read each other's minds
What your designs say about you,Science can answer moral questions
What your designs say about you,Designers -- think big!
What your designs say about you,How to have better political conversations
Dancing with light,"Dance vs. powerpoint, a modest proposal"
Dancing with light,"A dance of ""Symbiosis"""
Dancing with light,"In the Internet age, dance evolves ..."
Dancing with light,Dancing with light
Dancing with light,An 11-year-old prodigy performs old-school jazz
Dancing with light,"A dance in a hurricane of paper, wind and light"
ET is (probably) out there -- get ready,The line between life and not-life
ET is (probably) out there -- get ready,How to defend Earth from asteroids
ET is (probably) out there -- get ready,How Mars might hold the secret to the origin of life
ET is (probably) out there -- get ready,Join the SETI search
ET is (probably) out there -- get ready,Is this our final century?
ET is (probably) out there -- get ready,Chemical scum that dream of distant quasars
A new way to stop identity theft,The security mirage
A new way to stop identity theft,All your devices can be hacked
A new way to stop identity theft,Is there a real you?
A new way to stop identity theft,Cool tricks your phone can do
A new way to stop identity theft,The anthropology of mobile phones
A new way to stop identity theft,The art of misdirection
Will our kids be a different species?,The next species of human
Will our kids be a different species?,To upgrade is human
Will our kids be a different species?,You can grow new brain cells. Here's how
Will our kids be a different species?,What will humans look like in 100 years?
Will our kids be a different species?,Caring for engineered tissue
Will our kids be a different species?,"Transplant cells, not organs"
What we didn't know about penis anatomy,The beautiful tricks of flowers
What we didn't know about penis anatomy,10 things you didn't know about orgasm
What we didn't know about penis anatomy,Digging up dinosaurs
What we didn't know about penis anatomy,A new way to grow bone
What we didn't know about penis anatomy,How we're harnessing nature's hidden superpowers
What we didn't know about penis anatomy,This gel can make you stop bleeding instantly
Why is 'x' the unknown?,The hunt for General Tso
Why is 'x' the unknown?,The mathematics of history
Why is 'x' the unknown?,The art of puzzles
Why is 'x' the unknown?,Don't kill your language
Why is 'x' the unknown?,Street art with a message of hope and peace
Why is 'x' the unknown?,Should we simplify spelling?
Mining minerals from seawater,I'm going to the moon. Who's with me?
Mining minerals from seawater,The ancient ingenuity of water harvesting
Mining minerals from seawater,Meet the Water Canary
Mining minerals from seawater,Biomimicry in action
Mining minerals from seawater,"How bacteria ""talk"""
Mining minerals from seawater,Programming bacteria to detect cancer (and maybe treat it)
"Design, explained.",High-tech art (with a sense of humor)
"Design, explained.",Design and discovery
"Design, explained.",A theory of everything
"Design, explained.","Pirates, nurses and other rebel designers"
"Design, explained.",Designers -- think big!
"Design, explained.",Why design should include everyone
A new way to diagnose autism,The world needs all kinds of minds
A new way to diagnose autism,Autism — what we know (and what we don't know yet)
A new way to diagnose autism,The forgotten history of autism
A new way to diagnose autism,How autism freed me to be myself
A new way to diagnose autism,How I learned to communicate my inner life with Asperger's
A new way to diagnose autism,What I've learned from my autistic brothers
We are all designers,Inspiring a life of immersion
We are all designers,The painter and the pendulum
We are all designers,My stroke of insight
We are all designers,Why design should include everyone
We are all designers,Treat design as art
We are all designers,"Pirates, nurses and other rebel designers"
What if our healthcare system kept us healthy?,The universal anesthesia machine
What if our healthcare system kept us healthy?,Texting that saves lives
What if our healthcare system kept us healthy?,Meet e-Patient Dave
What if our healthcare system kept us healthy?,What makes us get sick? Look upstream
What if our healthcare system kept us healthy?,A doctor's case for medical marijuana
What if our healthcare system kept us healthy?,Where to train the world's doctors? Cuba.
The shared wonder of film,My wish: A global day of film
The shared wonder of film,My wish: Once Upon a School
The shared wonder of film,Tales of passion
The shared wonder of film,"A tour of Nollywood, Nigeria's booming film industry"
The shared wonder of film,What happens when you lose everything
The shared wonder of film,The data behind Hollywood's sexism
Archaeology from space,Ancient wonders captured in 3D
Archaeology from space,The history of our world in 18 minutes
Archaeology from space,Sputnik mania
Archaeology from space,Help discover ancient ruins -- before it's too late
Archaeology from space,Hunting for Peru's lost civilizations -- with satellites
Archaeology from space,A park underneath the hustle and bustle of New York City
The myth of the gay agenda,A message to gay teens: It gets better
The myth of the gay agenda,The case for same-sex marriage
The myth of the gay agenda,What you don't know about marriage
The myth of the gay agenda,What the gay rights movement learned from the civil rights movement
The myth of the gay agenda,The danger of hiding who you are
The myth of the gay agenda,This is what LGBT life is like around the world
Pop an ollie and innovate!,We are makers
Pop an ollie and innovate!,"In the Internet age, dance evolves ..."
Pop an ollie and innovate!,Massive-scale online collaboration
Pop an ollie and innovate!,The mystery box
Pop an ollie and innovate!,How to find a wonderful idea
Pop an ollie and innovate!,A story about knots and surgeons
Women should represent women in media,"Women entrepreneurs, example not exception"
Women should represent women in media,The magic washing machine
Women should represent women in media,Why we have too few women leaders
Women should represent women in media,See Yemen through my eyes
Women should represent women in media,So we leaned in ... now what?
Women should represent women in media,On being a woman and a diplomat
Lessons from death row inmates,We need to talk about an injustice
Lessons from death row inmates,How to stop torture
Lessons from death row inmates,Philosophy in prison
Lessons from death row inmates,Life that doesn't end with death
Lessons from death row inmates,How I help free innocent people from prison
Lessons from death row inmates,The surprising decline in violence
Are we over-medicalized?,Battling bad science
Are we over-medicalized?,Meet e-Patient Dave
Are we over-medicalized?,Doctors make mistakes. Can we talk about that?
Are we over-medicalized?,What happens when you have a disease doctors can't diagnose
Are we over-medicalized?,What makes life worth living in the face of death
Are we over-medicalized?,What your doctor won’t disclose
The electric rise and fall of Nikola Tesla,The magic of truth and lies (and iPods)
The electric rise and fall of Nikola Tesla,Half a million secrets
The electric rise and fall of Nikola Tesla,Making sense of a visible quantum object
The electric rise and fall of Nikola Tesla,A cyber-magic card trick like no other
The electric rise and fall of Nikola Tesla,A magical tale (with augmented reality)
The electric rise and fall of Nikola Tesla,"And for my next trick, a robot"
"The 100,000-student classroom",Let's use video to reinvent education
"The 100,000-student classroom",A university for the coming singularity
"The 100,000-student classroom",What we're learning from online education
"The 100,000-student classroom",Why massive open online courses (still) matter
"The 100,000-student classroom",Let's teach for mastery -- not test scores
"The 100,000-student classroom",An ultra-low-cost college degree
How to air-condition outdoor spaces,Abundance is our future
How to air-condition outdoor spaces,Simple designs to save a life
How to air-condition outdoor spaces,Science-inspired design
How to air-condition outdoor spaces,A solar energy system that tracks the sun
How to air-condition outdoor spaces,Metal that breathes
How to air-condition outdoor spaces,Would you live in a floating city in the sky?
Tour the solar system from home,A 3D atlas of the universe
Tour the solar system from home,Look up for a change
Tour the solar system from home,ET is (probably) out there -- get ready
Tour the solar system from home,This is Saturn
Tour the solar system from home,How to land on a comet
Tour the solar system from home,The story behind the Mars Rovers
India's invisible innovation,India's invisible innovation
India's invisible innovation,"Government -- investor, risk-taker, innovator"
India's invisible innovation,The era of open innovation
India's invisible innovation,Why nations should pursue soft power
India's invisible innovation,Ideas for India's future
India's invisible innovation,"The rise of cricket, the rise of India"
Advice to a young scientist,The shared wonder of film
Advice to a young scientist,My wish: Once Upon a School
Advice to a young scientist,"Yup, I built a nuclear fusion reactor"
Advice to a young scientist,Teach statistics before calculus!
Advice to a young scientist,What's so sexy about math?
Advice to a young scientist,Fractals and the art of roughness
Reinventing the encyclopedia game,A mockingbird remix of TED2006
Reinventing the encyclopedia game,Are you human?
Reinventing the encyclopedia game,The  4 a.m. mystery
Reinventing the encyclopedia game,The dance of the dung beetle
Reinventing the encyclopedia game,"Deep under the Earth's surface, discovering beauty and science"
Reinventing the encyclopedia game,The mysterious world of underwater caves
How Arduino is open-sourcing imagination,The art of wearable communication
How Arduino is open-sourcing imagination,How I became 100 artists
How Arduino is open-sourcing imagination,We are makers
How Arduino is open-sourcing imagination,The mind behind Linux
How Arduino is open-sourcing imagination,"Want to innovate? Become a ""now-ist"""
How Arduino is open-sourcing imagination,How the Internet will (one day) transform government
Four principles for the open world,"5 predictions, from 1984"
Four principles for the open world,"Connected, but alone?"
Four principles for the open world,The attitudes that sparked Arab Spring
Four principles for the open world,The new open-source economics
Four principles for the open world,How the blockchain will radically transform the economy
Four principles for the open world,Demand a more open-source government
A tale of mental illness -- from the inside,How electroshock therapy changed me
A tale of mental illness -- from the inside,Break the silence for suicide attempt survivors
A tale of mental illness -- from the inside,On being just crazy enough
A tale of mental illness -- from the inside,There's no shame in taking care of your mental health
A tale of mental illness -- from the inside,Why I speak up about living with epilepsy
A tale of mental illness -- from the inside,Mental health for all by involving all
The levitating superconductor,A robot that flies like a bird
The levitating superconductor,How to make filthy water drinkable
The levitating superconductor,Can we make things that make themselves?
The levitating superconductor,Making sense of a visible quantum object
The levitating superconductor,How quantum biology might explain life’s biggest questions
The levitating superconductor,An 8-dimensional model of the universe
How I'm preparing to get Alzheimer's,A roadmap to end aging
How I'm preparing to get Alzheimer's,Your genes are not your fate
How I'm preparing to get Alzheimer's,Experiments that hint of longer lives
How I'm preparing to get Alzheimer's,The coming neurological epidemic
How I'm preparing to get Alzheimer's,Science didn't understand my kids' rare disease until I decided to study it
How I'm preparing to get Alzheimer's,The council of dads
What's your 200-year plan?,My 5 lives as an artist
What's your 200-year plan?,After your final status update
What's your 200-year plan?,How the Internet enables intimacy
What's your 200-year plan?,Can art amend history?
What's your 200-year plan?,Finding the story inside the painting
What's your 200-year plan?,How loss helped one artist find beauty in imperfection
A novel idea for cleaning up oil spills,How Arduino is open-sourcing imagination
A novel idea for cleaning up oil spills,The political chemistry of oil
A novel idea for cleaning up oil spills,The oil spill's unseen villains -- and victims
A novel idea for cleaning up oil spills,The oil spill's toxic trade-off
A novel idea for cleaning up oil spills,Planning for the end of oil
A novel idea for cleaning up oil spills,Winning the oil endgame
A young guitarist meets his hero,"Playing ""Pink Noise"" on guitar"
A young guitarist meets his hero,"""Woza"""
A young guitarist meets his hero,"""Tembererana"""
A young guitarist meets his hero,How architecture helped music evolve
A young guitarist meets his hero,Songs that bring history to life
A young guitarist meets his hero,"""Awoo"""
The game that can give you 10 extra years of life,Gaming can make a better world
The game that can give you 10 extra years of life,Gaming for understanding
The game that can give you 10 extra years of life,How games make kids smarter
The game that can give you 10 extra years of life,The game layer on top of the world
The game that can give you 10 extra years of life,Your brain on video games
The game that can give you 10 extra years of life,Are games better than life?
Meet your microbes,Can we domesticate germs?
Meet your microbes,What's left to explore?
Meet your microbes,Are we filtering the wrong microbes?
Meet your microbes,How our microbes make us who we are
Meet your microbes,We're covered in germs. Let's design for that.
Meet your microbes,A forgotten Space Age technology could change how we grow food
"The future race car -- 150mph, and no driver",A plane you can drive
"The future race car -- 150mph, and no driver",The future of cars
"The future race car -- 150mph, and no driver",Google's driverless car
"The future race car -- 150mph, and no driver",How a driverless car sees the road
"The future race car -- 150mph, and no driver","If cars could talk, accidents might be avoidable"
"The future race car -- 150mph, and no driver",What moral decisions should driverless cars make?
A vision of crimes in the future,All your devices can be hacked
A vision of crimes in the future,How cyberattacks threaten real-world peace
A vision of crimes in the future,Military robots and the future of war
A vision of crimes in the future,How this FBI strategy is actually creating US-based terrorists
A vision of crimes in the future,How fear drives American politics
A vision of crimes in the future,Governments don't understand cyber warfare. We need hackers
New ways to see music (with color! and fire!),Pop an ollie and innovate!
New ways to see music (with color! and fire!),My obsession with objects and the stories they tell
New ways to see music (with color! and fire!),How to engineer a viral music video
New ways to see music (with color! and fire!),The untouchable music of the theremin
New ways to see music (with color! and fire!),Hypersonic sound and other inventions
New ways to see music (with color! and fire!),Everything you hear on film is a lie
How to fool a GPS,All your devices can be hacked
How to fool a GPS,How cyberattacks threaten real-world peace
How to fool a GPS,A vision of crimes in the future
How to fool a GPS,The idea behind Zipcar (and what comes next)
How to fool a GPS,"If cars could talk, accidents might be avoidable"
How to fool a GPS,The quantified self
Capturing memories in video art,After your final status update
Capturing memories in video art,Half a million secrets
Capturing memories in video art,A mockingbird remix of TED2006
Capturing memories in video art,The  4 a.m. mystery
Capturing memories in video art,Anti-gravity sculpture
Capturing memories in video art,Visualizing ourselves ... with crowd-sourced data
Experiments that point to a new understanding of cancer,A new strategy in the war on cancer
Experiments that point to a new understanding of cancer,Fighting a contagious cancer
Experiments that point to a new understanding of cancer,Experiments that hint of longer lives
Experiments that point to a new understanding of cancer,What the sugar coating on your cells is trying to tell you
Experiments that point to a new understanding of cancer,Meet the future of cancer research
Experiments that point to a new understanding of cancer,A new superweapon in the fight against cancer
Let's crowdsource the world's goals,My wish: Three actions for Africa
Let's crowdsource the world's goals,Let my dataset change your mindset
Let's crowdsource the world's goals,Let's put birth control back on the agenda
Let's crowdsource the world's goals,"The good news on poverty (Yes, there's good news)"
Let's crowdsource the world's goals,How we can make the world a better place by 2030
Let's crowdsource the world's goals,Keep your goals to yourself
Sometimes it's good to give up the driver's seat,The paradox of choice
Sometimes it's good to give up the driver's seat,The art of choosing
Sometimes it's good to give up the driver's seat,"Choice, happiness and spaghetti sauce"
Sometimes it's good to give up the driver's seat,Two nerdy obsessions meet -- and it's magic
Sometimes it's good to give up the driver's seat,The art of puzzles
Sometimes it's good to give up the driver's seat,Surprising stats about child carseats
Image recognition that triggers augmented reality,Meet the SixthSense interaction
Image recognition that triggers augmented reality,On the virtual dissection table
Image recognition that triggers augmented reality,A magical tale (with augmented reality)
Image recognition that triggers augmented reality,The shape-shifting future of the mobile phone
Image recognition that triggers augmented reality,How boredom can lead to your most brilliant ideas
Image recognition that triggers augmented reality,An Internet without screens might look like this
I listen to color,We are all cyborgs now
I listen to color,High-tech art (with a sense of humor)
I listen to color,Beautiful artificial limbs
I listen to color,New ways to see music (with color! and fire!)
I listen to color,The enchanting music of sign language
I listen to color,The untouchable music of the theremin
The greatest machine that never was,2600 years of history in one object
The greatest machine that never was,My seven species of robot -- and how we created them
The greatest machine that never was,Teaching kids real math with computers
The greatest machine that never was,The birth of the computer
The greatest machine that never was,Don't fear intelligent machines. Work with them
The greatest machine that never was,The jobs we'll lose to machines -- and the ones we won't
Technology crafts for the digitally underserved,Let's bridge the digital divide!
Technology crafts for the digitally underserved,Engineering a better life for all
Technology crafts for the digitally underserved,How I harnessed the wind
Technology crafts for the digitally underserved,No one should die because they live too far from a doctor
Technology crafts for the digitally underserved,Take health care off the mainframe
Technology crafts for the digitally underserved,Creative problem-solving in the face of extreme limits
A Navy Admiral's thoughts on global security,Let's rethink America's military strategy
A Navy Admiral's thoughts on global security,How cyberattacks threaten real-world peace
A Navy Admiral's thoughts on global security,From mach-20 glider to hummingbird drone
A Navy Admiral's thoughts on global security,Time to end the war in Afghanistan
A Navy Admiral's thoughts on global security,An independent diplomat
A Navy Admiral's thoughts on global security,How fear drives American politics
Your phone company is watching,6 ways to save the internet
Your phone company is watching,The anthropology of mobile phones
Your phone company is watching,"FBI, here I am!"
Your phone company is watching,The shape-shifting future of the mobile phone
Your phone company is watching,Cool tricks your phone can do
Your phone company is watching,Demand a fair trade cell phone
Finding the story inside the painting,The clues to a great story
Finding the story inside the painting,The shared wonder of film
Finding the story inside the painting,Tales of passion
Finding the story inside the painting,How loss helped one artist find beauty in imperfection
Finding the story inside the painting,Your body is my canvas
Finding the story inside the painting,Can art amend history?
Imaging at a trillion frames per second,The levitating superconductor
Imaging at a trillion frames per second,Meet the SixthSense interaction
